ffi_h_code,distance_km,name
0102053,53.3504705745169,Rio Itaya
0102053,8.201163093402108,Qda Vainilla
0102053,0.8623182855820479,Rio Maniti
0102054,0.1441808368232084,Rio Maniti
0102054,53.38146652338741,Rio Itaya
0102054,8.169077291226998,Qda Vainilla
0102054,0.8980453917587552,Rio Maniti
0102040,0.11369519906973066,Rio Amazonas
0102040,53.14892872210766,Rio Itaya
0102040,8.41898002577363,Qda Vainilla
0102040,0.6257860276998821,Rio Maniti
0102041,0.11440580474138849,Rio Amazonas
0102041,53.161182163013535,Rio Itaya
0102041,8.40677860804971,Qda Vainilla
0102041,0.6395982890670977,Rio Maniti
0102042,0.1143646354911339,Rio Maniti
0102042,53.176939335320846,Rio Itaya
0102042,8.389845514925806,Qda Vainilla
0102042,0.6579922399193867,Rio Maniti
0102043,0.11649809822475064,Rio Amazonas
0102043,53.20448400382562,Rio Itaya
0102043,8.361585028641644,Qda Vainilla
0102043,0.6894859214062491,Rio Maniti
0102044,0.11830303848203373,Rio Maniti
0102044,53.216630502814226,Rio Itaya
0102044,8.347987945106501,Qda Vainilla
0102044,0.7039604666434608,Rio Maniti
0102045,0.10311939512125802,Rio Amazonas
0102045,53.197220470426984,Rio Itaya
0102045,8.356287423726709,Qda Vainilla
0102045,0.6878091191110424,Rio Maniti
0102046,0.10545928510759285,Rio Maniti
0102046,53.20576375123053,Rio Itaya
0102046,8.3478687233713,Qda Vainilla
0102046,0.6974051421204799,Rio Maniti
0102055,0.1582925940827237,Rio Amazonas
0102055,53.40817467923227,Rio Itaya
0102055,8.151549387449899,Qda Vainilla
0102055,0.923448201987476,Rio Maniti
0102056,0.15862345357812496,Rio Maniti
0102056,53.414449500737135,Rio Itaya
0102056,8.144250228834519,Qda Vainilla
0102056,0.9311068110803435,Rio Maniti
0102063,0.01950375967848998,Rio Maniti
0102063,52.89145986217525,Rio Itaya
0102063,8.561216556463625,Qda Vainilla
0102063,0.41009849944414467,Rio Maniti
0102064,0.013449672303522857,Rio Maniti
0102064,52.754449041901744,Rio Itaya
0102064,8.73013866236617,Qda Vainilla
0102064,0.23491947364728996,Rio Maniti
0102034,0.11801949230663411,Rio Maniti
0102034,52.997599514816855,Rio Itaya
0102034,8.575177392929467,Qda Vainilla
0102034,0.4528336784015439,Rio Maniti
0102035,0.12494737711683367,Rio Maniti
0102035,53.02996126200624,Rio Itaya
0102035,8.54359201164133,Qda Vainilla
0102035,0.488881111768165,Rio Maniti
0102036,0.1229378743281156,Rio Maniti
0102036,53.025055542538354,Rio Itaya
0102036,8.547383392240532,Qda Vainilla
0102036,0.48388820770974117,Rio Maniti
0102038,0.12686078227304662,Rio Amazonas
0102038,53.06718899662068,Rio Itaya
0102038,8.508410279411237,Qda Vainilla
0102038,0.5298278058309361,Rio Maniti
0102039,0.1184726605081576,Rio Maniti
0102039,53.13658968898208,Rio Itaya
0102039,8.435127700546948,Qda Vainilla
0102039,0.6099607671380121,Rio Maniti
0102030,0.12239612492648798,Rio Maniti
0102030,52.88475797174641,Rio Itaya
0102030,8.71511563002263,Qda Vainilla
0102030,0.31587458560280823,Rio Maniti
0102031,0.11773273331161607,Rio Maniti
0102031,52.92235244668507,Rio Itaya
0102031,8.665135085424774,Qda Vainilla
0102031,0.3620704744392402,Rio Maniti
0102033,0.11359540538912288,Rio Maniti
0102033,52.9599111845917,Rio Itaya
0102033,8.615783013922762,Qda Vainilla
0102033,0.40913621033369946,Rio Maniti
0102020,0.18733500705525094,Rio Amazonas
0102020,52.79687977365374,Rio Itaya
0102020,8.88934990304092,Qda Vainilla
0102020,0.22682396651317027,Rio Maniti
0125017,6.292587060785585,Rio Amazonas
0125017,0.025125458757483052,Rio Itaya
0125017,72.80138173806934,Qda Vainilla
0125017,34.667449391437344,Rio Maniti
0125018,6.283799224193336,Rio Amazonas
0125018,0.02467884521543646,Rio Itaya
0125018,72.79094957901432,Qda Vainilla
0125018,34.65727263572644,Rio Maniti
0125019,6.200475288831288,Rio Amazonas
0125019,0.03137232091588647,Rio Itaya
0125019,72.6833478336302,Qda Vainilla
0125019,34.553758544907964,Rio Maniti
0125020,6.067115476561524,Rio Amazonas
0125020,0.005216703233886257,Rio Itaya
0125020,72.48133681390026,Qda Vainilla
0125020,34.36351379872116,Rio Maniti
0125021,6.425816656617275,Rio Amazonas
0125021,0.010192376325981389,Rio Itaya
0125021,72.96698967268603,Qda Vainilla
0125021,34.82747906428515,Rio Maniti
0125022,6.450473461507812,Rio Amazonas
0125022,0.005526731878023498,Rio Itaya
0125022,73.0022250893835,Qda Vainilla
0125022,34.86066133890784,Rio Maniti
0125023,6.466007391856722,Rio Amazonas
0125023,0.007512112201736514,Rio Itaya
0125023,73.02134465548268,Qda Vainilla
0125023,34.87913359076617,Rio Maniti
0125024,6.5107967535914035,Rio Amazonas
0125024,0.030013089648912947,Rio Itaya
0125024,73.08257102709996,Qda Vainilla
0125024,34.93717819533809,Rio Maniti
0125025,6.524730051458036,Rio Amazonas
0125025,0.04068533274911206,Rio Itaya
0125025,73.10286775101453,Qda Vainilla
0125025,34.95620796393841,Rio Maniti
0125031,6.666869586611387,Rio Amazonas
0125031,0.09054415114307597,Rio Itaya
0125031,73.2843278995179,Qda Vainilla
0125031,35.12993310461786,Rio Maniti
0125032,6.690455194521001,Rio Amazonas
0125032,0.08827867146145556,Rio Itaya
0125032,73.31057558522095,Qda Vainilla
0125032,35.15572621710261,Rio Maniti
0125033,6.697060066267853,Rio Amazonas
0125033,0.1043615620521183,Rio Itaya
0125033,73.32322916362618,Qda Vainilla
0125033,35.167030569924215,Rio Maniti
0125034,6.7136740907721535,Rio Amazonas
0125034,0.11135336928290243,Rio Itaya
0125034,73.34435162601363,Qda Vainilla
0125034,35.187213481504756,Rio Maniti
0125035,6.714884007597172,Rio Amazonas
0125035,0.14051813346752184,Rio Itaya
0125035,73.35464924768964,Qda Vainilla
0125035,35.1953946689092,Rio Maniti
0125036,6.721498850257043,Rio Amazonas
0125036,0.16902916812787244,Rio Itaya
0125036,73.37043204517994,Qda Vainilla
0125036,35.20905010236882,Rio Maniti
0125037,6.744567164177329,Rio Amazonas
0125037,0.18632753833127766,Rio Itaya
0125037,73.4011267907262,Qda Vainilla
0125037,35.23805481265388,Rio Maniti
0125026,6.5852689968913705,Rio Amazonas
0125026,0.06378894306465697,Rio Itaya
0125026,73.1816547036891,Qda Vainilla
0125026,35.031439977740234,Rio Maniti
0125027,6.594624392762621,Rio Amazonas
0125027,0.07323793869452144,Rio Itaya
0125027,73.19564711476983,Qda Vainilla
0125027,35.04446799957751,Rio Maniti
0125028,6.624892632302772,Rio Amazonas
0125028,0.0648555923363187,Rio Itaya
0125028,73.22770060983207,Qda Vainilla
0125028,35.076332693180916,Rio Maniti
0125029,6.633838731275377,Rio Amazonas
0125029,0.0703924289244047,Rio Itaya
0125029,73.23983911559223,Qda Vainilla
0125029,35.087816817874746,Rio Maniti
0125030,6.648403121168777,Rio Amazonas
0125030,0.08894221100374848,Rio Itaya
0125030,73.2626585696478,Qda Vainilla
0125030,35.1088704080142,Rio Maniti
0127001,21.173699423128834,Rio Amazonas
0127001,0.2566389911875494,Rio Itaya
0127001,87.26686195093247,Qda Vainilla
0127001,49.03424549489613,Rio Maniti
0127002,21.181698026405517,Rio Amazonas
0127002,0.2681906601502427,Rio Itaya
0127002,87.27685155761135,Qda Vainilla
0127002,49.04399491124083,Rio Maniti
0127003,21.216056067237695,Rio Amazonas
0127003,0.3154622437696484,Rio Itaya
0127003,87.31841916311325,Qda Vainilla
0127003,49.08471133251607,Rio Maniti
0127004,21.252873489853204,Rio Amazonas
0127004,0.3390185302478388,Rio Itaya
0127004,87.3499899159705,Qda Vainilla
0127004,49.11710907929603,Rio Maniti
0127005,21.29022215643668,Rio Amazonas
0127005,0.36252852824176734,Rio Itaya
0127005,87.37961381640167,Qda Vainilla
0127005,49.14790047541398,Rio Maniti
0127006,21.323466994626152,Rio Amazonas
0127006,0.3858638926723861,Rio Itaya
0127006,87.40542813825813,Qda Vainilla
0127006,49.17483529921806,Rio Maniti
0127007,21.348537054201213,Rio Amazonas
0127007,0.401048221802435,Rio Itaya
0127007,87.42161882853672,Qda Vainilla
0127007,49.19232213898678,Rio Maniti
0127008,21.319634676325947,Rio Amazonas
0127008,0.35986050104845735,Rio Itaya
0127008,87.38454531281718,Qda Vainilla
0127008,49.156264355032825,Rio Maniti
0127009,21.30468808940157,Rio Amazonas
0127009,0.3419249568273334,Rio Itaya
0127009,87.36725363700174,Qda Vainilla
0127009,49.13924082614163,Rio Maniti
0127010,21.293277450073358,Rio Amazonas
0127010,0.32217667197636707,Rio Itaya
0127010,87.35229456797555,Qda Vainilla
0127010,49.12472737104187,Rio Maniti
0127011,21.260238709295596,Rio Amazonas
0127011,0.30779762995539806,Rio Itaya
0127011,87.32774946320134,Qda Vainilla
0127011,49.09890348945933,Rio Maniti
0127012,21.233673096991385,Rio Amazonas
0127012,0.2868176909445375,Rio Itaya
0127012,87.30740402851504,Qda Vainilla
0127012,49.07761813464673,Rio Maniti
0127013,21.213996856782767,Rio Amazonas
0127013,0.2697478004882381,Rio Itaya
0127013,87.28982025301629,Qda Vainilla
0127013,49.05968174562127,Rio Maniti
0127014,21.205117107872244,Rio Amazonas
0127014,0.26642065992869196,Rio Itaya
0127014,87.2853148682593,Qda Vainilla
0127014,49.05455309527721,Rio Maniti
0127015,21.29954561803501,Rio Amazonas
0127015,0.34806741247420014,Rio Itaya
0127015,87.36805821320951,Qda Vainilla
0127015,49.13921392711444,Rio Maniti
0131016,12.024999937318228,Rio Amazonas
0131016,1.6116661023255634,Rio Itaya
0131016,78.80706320007111,Qda Vainilla
0131016,40.622263545179244,Rio Maniti
0131017,12.040012491225328,Rio Amazonas
0131017,1.6630096179736615,Rio Itaya
0131017,78.81399472235312,Qda Vainilla
0131017,40.63250944011174,Rio Maniti
0131018,11.989048805355878,Rio Amazonas
0131018,1.6211715401035343,Rio Itaya
0131018,78.76377676379022,Qda Vainilla
0131018,40.58189626139398,Rio Maniti
0109041,0.0933373295384411,Rio Amazonas
0109041,38.40908987218521,Rio Itaya
0109041,28.52245059009884,Qda Vainilla
0109041,12.361785695054662,Rio Maniti
0109035,0.03465872444905877,Rio Amazonas
0109035,38.046493309770185,Rio Itaya
0109035,28.80858452214768,Qda Vainilla
0109035,12.547578358737365,Rio Maniti
0109039,0.11160322917845131,Rio Amazonas
0109039,38.417991416088945,Rio Itaya
0109039,28.533702943508608,Qda Vainilla
0109039,12.377094041870627,Rio Maniti
0109038,0.1188318961804917,Rio Amazonas
0109038,38.421816439439,Rio Itaya
0109038,28.53789652800677,Qda Vainilla
0109038,12.382977116688199,Rio Maniti
0109037,0.057871270736919604,Rio Amazonas
0109037,37.957190977010285,Rio Itaya
0109037,28.924701734809496,Qda Vainilla
0109037,12.6437772334667,Rio Maniti
0109036,0.045634396293608485,Rio Amazonas
0109036,38.03498746579262,Rio Itaya
0109036,28.83237528032005,Qda Vainilla
0109036,12.569513960701048,Rio Maniti
0134019,12.95646957773178,Rio Amazonas
0134019,0.22609028131674808,Rio Itaya
0134019,79.83978034388177,Qda Vainilla
0134019,41.59185399853691,Rio Maniti
0134031,12.778653254050877,Rio Amazonas
0134031,0.32547756008816753,Rio Itaya
0134031,79.65740419054376,Qda Vainilla
0134031,41.41782196471606,Rio Maniti
0134030,13.04282009775359,Rio Amazonas
0134030,0.3159457271540486,Rio Itaya
0134030,79.92586983461993,Qda Vainilla
0134030,41.67873475394448,Rio Maniti
0134026,12.965351059453203,Rio Amazonas
0134026,0.32810125717523364,Rio Itaya
0134026,79.84642987155381,Qda Vainilla
0134026,41.60345838317976,Rio Maniti
0134025,12.946840816634715,Rio Amazonas
0134025,0.30571499707627003,Rio Itaya
0134025,79.82816622677815,Qda Vainilla
0134025,41.58477887204954,Rio Maniti
0134024,12.903075270354433,Rio Amazonas
0134024,0.2577986445475628,Rio Itaya
0134024,79.78482916683299,Qda Vainilla
0134024,41.54067728760331,Rio Maniti
0134023,12.936628995744393,Rio Amazonas
0134023,0.22726787794530945,Rio Itaya
0134023,79.81957094080126,Qda Vainilla
0134023,41.57277005521184,Rio Maniti
0134022,12.95345658925314,Rio Amazonas
0134022,0.24059731898432668,Rio Itaya
0134022,79.83641092462328,Qda Vainilla
0134022,41.58957116413496,Rio Maniti
0134001,12.616377406725789,Rio Amazonas
0134001,0.39835872906061265,Rio Itaya
0134001,79.49161641335452,Qda Vainilla
0134001,41.256017888526124,Rio Maniti
0134002,12.720872066043436,Rio Amazonas
0134002,0.37052488541388967,Rio Itaya
0134002,79.59771983447112,Qda Vainilla
0134002,41.36040497797817,Rio Maniti
